is anchored	is geanker	4
printing	druk	4
foreshadowing and	voorafskaduwing en	4
uses narrative	gebruik narratief	4
uses narrative to	gebruik narratief om	4
indexed	geïndekseer	4
expectations	lesersverwagtinge	4
household	huishoudelike	4
and contrast	en kontrasteer	4
fascination with the	fassinasie met die	4
uses music	gebruik musiek	4
of the text is characterized	van die teks word gekenmerk	4
the text is characterized by	die teks word gekenmerk deur	4
into paragraphs and	in paragrawe en	4
clause is	klousule is	4
understood as the	verstaan as die	4
many metaphors	baie metafore	4
formal or	formeel of	4
person to	persoon om	4
performances	vertonings	4
indicates	op	4
uses visual and	gebruik visuele en	4
a body	n liggaam	4
body that	liggaam wat	4
article provides a	artikel bied n	4
text defines and	teks definieer en	4
defines and	definieer en	4
and global	en globale	4
to language	na taal	4
in accordance with the	in ooreenstemming met die	4
our experience	ons ervaring	4
our experience of	ons ervaring van	4
opening	openingsin	4
is underlined	is onderstreep	4
through visual	deur visuele	4
relationship	verhoudings	4
relationship between	verhoudings tussen	4
of meaning in a	van betekenis in n	4
an ethnographic	n etnografiese	4
uses contrast	gebruik kontras	4
text views the	teks beskou die	4
and the events	en die gebeure	4
combined	gekombineerde	4
clear textual	duidelike tekstuele	4
psychological and	sielkundige en	4
hypertext refers	hiperteks verwys	4
hypertext refers to	hiperteks verwys na	4
and entertainment	en vermaak	4
and framing	en raamwerk	4
interactionism	interaksionisme	4
of a newspaper	van n koerant	4
presents a rhetorical	bied n retoriese	4
hyperlinked	hipergeskakelde	4
text tells the story of	teks vertel die verhaal van	4
analogy is	analogie is	4
rate	tempo	4
the hero's	die held	4
in its	by sy	4
while reading the	terwyl hy die	4
very	einste	4
of related	van verwante	4
argue that the	argumenteer dat die	4
article argues	artikel argumenteer	4
aesthetic of	estetika van	4
and sensory	en sensoriese	4
text exploits the idea	teks ontgin die idee	4
exploits the idea	ontgin die idee	4
an older	n ouer	4
historical analysis of	historiese ontleding van	4
very traditional	baie tradisionele	4
camera and	kamera en	4
essay describes	opstel beskryf	4
most readers	meeste lesers	4
results	het	4
digital image	digitale beeld	4
postulates that	postuleer dat	4
a world where	n wêreld waar	4
comes from a	kom uit n	4
does not match	stem nie ooreen	4
works use	werke gebruik	4
of a text is to	van n teks is om	4
not all	nie alle	4
arguments in	argumente op	4
hypertext allows the reader	hiperteks laat die leser	4
remix	hermenging	4
communication can	kommunikasie kan	4
college	kollege	4
metaphor is used	metafoor word gebruik	4
metaphor is used to	metafoor word gebruik om	4
a way of	n manier van	4
techniques	skryftegnieke	4
sources	teksbronne	4
conclusive	afdoende	4
text to speech	teks na spraak	4
of referential	van verwysende	4
text makes heavy	teks maak sterk	4
text makes heavy use	teks maak sterk gebruik	4
text makes heavy use of	teks maak sterk gebruik van	4
complex ideas and	komplekse idees en	4
and authority of	en gesag van	4
text provides an overview	teks verskaf n oorsig	4
text provides an overview of	teks verskaf n oorsig van	4
text provides an overview of the	teks verskaf n oorsig van die	4
interconnectedness	onderlinge	4
an anecdotal	n anekdotiese	4
text is an attributive	teks is n attributiewe	4
is an attributive	is n attributiewe	4
an attributive	n attributiewe	4
is central to the	staan sentraal tot die	4
includes interviews	sluit onderhoude	4
one way to	een manier om	4
a specific reading	n spesifieke leeservaring	4
often rely	dikwels staat	4
often rely on	dikwels staat op	4
text uses metadiscourse	teks gebruik metadiskoers	4
uses metadiscourse	gebruik metadiskoers	4
its title	sy titel	4
of a traditional	van n tradisionele	4
text uses large	teks gebruik groot	4
fixed	vas	4
son	seun	4
stylistic conventions of	stilistiese konvensies van	4
resource	bron	4
compact	kompakte	4
crisis of	krisis van	4
in literary and historical	in literêre en historiese	4
social and psychological	sosiale en psigologiese	4
text is fragmented by	teks is gefragmenteer deur	4
is fragmented by	is gefragmenteer deur	4
fragmented by	gefragmenteer deur	4
is interpreted using a	word geïnterpreteer deur n	4
interpreted using a	geïnterpreteer deur n	4
is interpreted using a linear	word geïnterpreteer deur n lineêre	4
interpreted using a linear	geïnterpreteer deur n lineêre	4
using a linear	deur n lineêre	4
text is interpreted	teks word geïnterpreteer	4
text is interpreted using	teks word geïnterpreteer deur	4
textual artifacts	tekstuele artefakte	4
bold and	vet en	4
text has a fragmented	teks het n gefragmenteerde	4
has a fragmented	het n gefragmenteerde	4
publication of	publikasie van	4
practices		4
the topic in	die onderwerp in	4
book presents	boek bied	4
stance towards	houding teenoor	4
spectacle is	skouspel is	4
rhetorical strategy is	retoriese strategie is	4
is the message	is die boodskap	4
the teaching of	die onderrig van	4
language as a way	taal as n manier	4
language as a way to	taal as n manier om	4
text discusses theories about	teks bespreek teorieë oor	4
discusses theories about	bespreek teorieë oor	4
parallels between	parallelle tussen	4
of academic texts	van akademiese tekste	4
the desired	die gewenste	4
too much emphasis	te veel klem	4
much emphasis	veel klem	4
book focuses	boek fokus	4
book focuses on	boek fokus op	4
the integrity	die integriteit	4
demonstrates subordinate	demonstreer ondergeskikte	4
demonstrates subordinate clauses	demonstreer ondergeskikte klousules	4
contains long	bevat lang	4
tone that	toon wat	4
myth	mediamite	4
text uses no	teks gebruik geen	4
neo liberalism	neo liberalisme	4
from their	vanuit hul	4
oriented	georiënteer	4
the greater	hoe groter	4
makes it more	maak dit meer	4
than the sum	as die som	4
than the sum of	as die som van	4
than the sum of its	as die som van sy	4
role of images	rol van beelde	4
how interactive	hoe interaktiewe	4
a whole	n hele	4
digital representation	digitale voorstelling	4
the message of	die boodskap van die	4
from personal	uit persoonlike	4
blocks	boustene	4
in a serious	in n ernstige	4
interactive material	interaktiewe materiaal	4
structure and creates	struktuur en skep	4
structure and creates a	struktuur en skep n	4
diagrams are	diagramme is	4
message is not	boodskap is nie	4
are composed	is saamgestel	4
pressure	drukgebaseerde	4
from an academic	uit n akademiese	4
scene that	toneel wat	4
explains how texts	verduidelik hoe tekste	4
structure uses repetition	struktuur gebruik herhaling	4
structure uses repetition to	struktuur gebruik herhaling om	4
important because	belangrik omdat	4
tourists	toeriste	4
would like	wil graag	4
of existential	van eksistensiële	3
shifted from	verskuif van	3
the norms of	die norme van die	3
text is a non linear	teks is n nie lineêre	3
a non linear experience	n nie lineêre ervaring	3
non linear experience	nie lineêre ervaring	3
linear experience	lineêre ervaring	3
text introduces innovative	teks stel innoverende	3
introduces innovative	stel innoverende	3
bold text	vet teks	3
graphic or	grafiese of	3
the signifier in	die betekenaar in	3
text recognizes	teks herken	3
recognizes the	herken die	3
reconsiders	heroorweeg	3
of text are	van teks word	3
simple structure	eenvoudige struktuur	3
short words	kort woorde	3
abbreviations that	afkortings wat	3
target	teikenlesers	3
view of a	siening van n	3
opposition to	teenkanting teen	3
due to its	gevolg van sy	3
anaphora to	anafora om	3
structure follows a	struktuur volg n	3
follows a linear	volg n lineêre	3
a linear chronological	n lineêre chronologiese	3
linear chronological	lineêre chronologiese	3
form and style of	vorm en styl van	3
trait	eienskap	3
text contains themes	teks bevat temas	3
contains themes	bevat temas	3
are too	is te	3
similar	eenders	3
text uses common	teks gebruik algemene	3
create an immersive	skep n meeslepende	3
lines	teksreëls	3
used is	word is	3
small and	klein en	3
assert	beweer	3
audiovisual and	oudiovisuele en	3
multimodal elements	multimodale elemente	3
embedding of	inbedding van	3
in text can	in teks kan	3
of what	van hoe	3
language as the	taal as die	3
for research	vir navorsing	3
research in	navorsing in	3
is intrinsic	is intrinsiek	3
is intrinsic to	is intrinsiek aan	3
control of	beheer oor	3
of their	oor hul	3
literature uses	literatuur gebruik	3
computer is a	rekenaar is n	3
text illuminates the	teks belig die	3
differed	het	3
to literary	aan literêre	3
strategies of the	strategieë van die	3
discourse can	diskoers kan	3
process	verwerk	3
signs and	tekens en tekens	3
signs and as	tekens en tekens as	3
and signs as	en tekens as	3
signs as	tekens as	3
of parts	van dele	3
is a study of the	is n studie van die	3
a study of the	n studie van die	3
is an indication	is n aanduiding	3
is an indication of	is n aanduiding van	3
contradictory statements	teenstrydige stellings	3
fixed and	vaste en	3
relation to the	verband met die	3
the operation	die werking	3
following text is	volgende teks is	3
is a tool that	is n hulpmiddel wat	3
a tool that	n hulpmiddel wat	3
is a complex process	is n komplekse proses	3
sense of place	gevoel van plek	3
of place	van plek	3
is greater	is groter	3
is greater than	is groter as	3
greater than	groter as	3
takes place in a	vind plaas in n	3
place in a	plaas in n	3
a gap in	n gaping in	3
gap in	gaping in	3
provides a window	bied n venster	3
struggle	sukkel	3
lost	verloor	3
despite	ondanks	3
efforts of	pogings van	3
is contextualized	word gekontekstualiseer	3
positive	positief	3
phrases and sentences	frases en sinne	3
can change	kan verander	3
important information	belangrike inligting	3
for teachers	vir onderwysers	3
of theme	van tema	3
creates an almost	skep n byna	3
author proposes a	skrywer stel n	3
theory about the	teorie oor die	3
about the nature of	oor die aard van die	3
contains highly	bevat hoogs	3
scripts and	skrifte en	3
novelty and	nuutheid en	3
employs the	gebruik die	3
employs the use	gebruik die gebruik	3
employs the use of	gebruik die gebruik van	3
dark	duister	3
producing	wat	3
passages are	gedeeltes is	3
book that	boek wat	3
with ease	met gemak	3
is a written form	is n geskrewe vorm	3
is a written form of	is n geskrewe vorm van	3
a written form of	n geskrewe vorm van	3
written form of	geskrewe vorm van	3
sentence represents a	sin verteenwoordig n	3
sentence is in	sin is in	3
the content in	die inhoud in	3
context of social	konteks van sosiale	3
readers on a	lesers op n	3
a journey through	n reis deur	3
through a particular	deur n bepaalde	3
from the perspective of a	vanuit die perspektief van n	3
appealing to their	beroep op hul	3
marginalization	marginalisering	3
abstract concepts that	abstrakte konsepte wat	3
narrative structure has	narratiewe struktuur het	3
has a high	het n hoë	3
history		3
mainly	veral	3
symbol or	simbool of	3
pattern or	patroon of	3
culture can	kultuur kan	3
passage's	gedeelte	3
action or	handeling of	3
logical flow	logiese vloei	3
text centers on	teks sentreer op	3
on the theme	op die tema	3
through the relationship	deur die verhouding	3
on the next	op die volgende	3
example is	voorbeeld word	3
part of the text is	deel van die teks is	3
to the constraints	aan die beperkings	3
to the constraints of	aan die beperkings van	3
the constraints of	die beperkings van	3
to the constraints of a	aan die beperkings van n	3
the constraints of a	die beperkings van n	3
constraints of a	beperkings van n	3
culture and must	kultuur en moet	3
and participation	en deelname	3
accordingly	dienooreenkomstig	3
of a formal	van n formele	3
have an important	het n belangrike	3
everything is	alles is	3
rearranges	herrangskik	3
occurs when the	plaas wanneer die	3
at the	oor die	3
has already	is reeds	3
possibility of a	moontlikheid van n	3
is recognized as an	word erken as n	3
text makes extensive use of rhetorical	teks maak grootliks gebruik van retoriese	3
makes extensive use of rhetorical	maak grootliks gebruik van retoriese	3
extensive use of rhetorical	grootliks gebruik van retoriese	3
and anecdotes	en anekdotes	3
borders	grens	3
borders on	grens aan	3
strain	stam	3
strain of	stam van	3
lines in	reëls in	3
comparison between two	vergelyking tussen twee	3
from text	van teks	3
writing	skryfstelsel	3
is why	is hoekom	3
ideological and	ideologies en	3
for users to	vir gebruikers om	3
and less	en minder	3
with simple	met eenvoudige	3
competitive	mededingend	3
the reader in and	die leser in en	3
reader in and	leser in en	3
and engages	en betrek	3
and engages the	en betrek die	3
the traditions	die tradisies	3
the traditions of	die tradisies van	3
the traditions of	die tradisies van die	3
foods	kosse	3
helps the reader understand	help die leser om	3
the reader understand	die leser om	3
reader understand	leser om	3
section uses	afdeling gebruik	3
the critical	die kritieke	3
edge	voorpunt	3
hypertext provides a	hiperteks bied n	3
this thesis	hierdie tesis	3
therapy	terapie	3
holes	gate	3
a slow	n stadige	3
exploration of the	verkenning van die	3
uses various strategies to	gebruik verskeie strategieë om	3
various strategies to	verskeie strategieë om	3
a unity	n eenheid	3
language that	taalgebruik wat	3
non specialist	nie spesialis	3
readers through the	lesers deur die	3
three separate	drie afsonderlike	3
argues that texts	argumenteer dat tekste	3
the late 20th	die laat 20ste	3
late 20th	laat 20ste	3
the late 20th century	die laat 20ste eeu	3
late 20th century	laat 20ste eeu	3
20th century	20ste eeu	3
code of	kode van	3
finished	klaar	3
final product	finale produk	3
prescribed	voorgeskrewe	3
enables you	stel jou	3
the rhetorical question	die retoriese vraag	3
reveals the structure	openbaar die struktuur	3
reveals the structure of	openbaar die struktuur van	3
present the	bied die	3
theory offers	teorie bied	3
ecologically	ekologies	3
suspicious	agterdogtig	3
suspicious of	agterdogtig oor	3
in the hypertextual	in die hipertekstuele	3
allows texts	laat tekste	3
as a feature	as n kenmerk	3
as a feature of	as n kenmerk van	3
text frames	teks raam	3
style with	styl met	3
is exposed	word blootgestel	3
is exposed to	word blootgestel aan	3
of persuasive	van oorredende	3
emphasizing	beklemtoon	3
mixed media	gemengde media	3
and stylized	en gestileerde	3
linked to a	gekoppel aan n	3
a cryptic	n kriptiese	3
of the text on	van die teks op die	3
text on the page	teks op die bladsy	3
on the page is	op die bladsy is	3
words and phrases that	woorde en frases wat	3
and phrases that	en frases wat	3
styles	teksstyle	3
text appears	teks kom	3
summary	samevattende	3
body	lyftaal	3
body	hoofliggaam	3
body of	hoofliggaam van	3
learn by	leer deur	3
design	ontwerptegnieke	3
and environments	en omgewings	3
refers to the process of	verwys na die proses van	3
to the process of	na die proses van	3
pharmaceutical	farmaseutiese	3
curious	nuuskierige	3
a suitable	n geskikte	3
text discusses cultural	teks bespreek kulturele	3
the idea of objective	die idee van objektiewe	3
idea of objective	idee van objektiewe	3
to be	moet word	3
moment of the	oomblik van die	3
is represented	word voorgestel	3
is represented as	word voorgestel as	3
as collective	as kollektiewe	3
promises the	beloof die	3
art are	kuns is	3
and transformation	en transformasie	3
lead the	lei die	3
the audience through	die gehoor deur die	3
audience through the	gehoor deur die	3
text uses tropes	teks gebruik trope	3
dominant discourse	dominante diskoers	3
provides a broad	bied n breë	3
provides a broad overview	bied n breë oorsig	3
provides a broad overview of	bied n breë oorsig van	3
between reader and text	tussen leser en teks	3
reader and text	leser en teks	3
citation is	aanhaling is	3
use of the first	gebruik van die eerste	3
his point	sy punt	3
through interactive	deur interaktiewe	3
distant	ver	3
their potential	hul potensiaal	3
language of the texts	taal van die tekste	3
language of the texts is	taal van die tekste is	3
texts is often	tekste is dikwels	3
way that it	geskryf dat dit	3
or pictures	of prente	3
human mind	menslike verstand	3
storage	berging	3
of immediacy	van onmiddellikheid	3
reflect	reflekteer	3
ideas within	idees binne	3
uses rhetorical appeals	gebruik retoriese appèlle	3
uses rhetorical appeals to	gebruik retoriese appèlle om	3
is nothing more	is niks meer	3
is nothing more than	is niks meer as	3
nothing more than a	niks meer as n	3
or illustrations	of illustrasies	3
a dialogue between the	n dialoog tussen die	3
are replaced by	word vervang deur	3
narrative format	narratiewe formaat	3
conceptual and	konseptuele en	3
feminine	vroulik	3
sense that	sin dat	3
impact of a	impak van n	3
of a more	van n meer	3
early stages	vroeë stadiums	3
of the development	van die ontwikkeling	3
or negative	of negatiewe	3
ideographic	ideografies	3
new paradigm for	nuwe paradigma vir	3
survive	oorleef	3
to a different	na n ander	3
cultural	kultureel	3
distributes	versprei	3
easy and	maklik en	3
creative writing	kreatiewe skryfwerk	3
intellectual in	intellektueel van	3
intellectual in nature	intellektueel van aard	3
intellectual in nature and	intellektueel van aard en	3
is organized around a series	is georganiseer rondom n reeks	3
organized around a series	georganiseer rondom n reeks	3
deliberately designed to	doelbewus ontwerp om	3
pleasant	aangenaam	3
and effects	en effekte	3
but on	maar op	3
linear with	lineêr met	3
from one scene	van een toneel	3
from one scene to	van een toneel na	3
refers to its own	verwys na sy eie	3
uses objective	gebruik objektiewe	3
categorize	kategoriseer	3
has a different	het n ander	3
understand the	verstaan die	3
the differences and	die verskille en	3
the writing	die skrif	3
lexis in	leksis in	3
multimedia devices	multimedia toestelle	3
an anecdote	n anekdote	3
management	bestuur	3
is about how	handel oor hoe	3
linguistic approach	linguistiese benadering	3
followed	wat	3
reader is allowed	leser word toegelaat	3
reader is allowed to	leser word toegelaat om	3
argues with	argumenteer met	3
argues with the	argumenteer met die	3
the consumer	die verbruiker	3
narrative has a	narratief het n	3
or descriptions	of beskrywings	3
their point	hul punt	3
disintegrates	disintegreer	3
is grammatically	is grammatikaal	3
artifacts created	artefakte wat	3
mediate the	bemiddel die	3
the visual and	die visuele en die	3
visual and the	visuele en die	3
text contains minimal	teks bevat minimale	3
the systematic	die sistematiese	3
names of characters	name van karakters	3
more objective	meer objektiewe	3
entropic	entropiese	3
markers to	diskoersmerkers om	3
text presents a problematic	teks bied n problematiese	3
presents a problematic	bied n problematiese	3
a complex idea	n komplekse idee	3
presents many	bied baie	3
the text uses a	gebruik die teks n	3
a parodic	n parodiese	3
text written in	teks wat in	3
of identical	van identiese	3
creates the impression of	skep die indruk van	3
the first	die eerstepersoon	3
lot about	baie van	3
lot about the	baie van die	3
essay refers	opstel verwys	3
essay refers to	opstel verwys na	3
style of this text	styl van hierdie teks	3
style of this text is	styl van hierdie teks is	3
texts using	tekste deur	3
and musical	en musikale	3
uses irregular	gebruik onreëlmatige	3
artifactual	artefaktuele	3
a crude	n kru	3
not to	nie te	3
asks readers	vra lesers	3
asks readers to	vra lesers om	3
opinion on the	mening oor die	3
author tells	skrywer vertel	3
scene from	toneel uit	3
text places great	teks plaas groot	3
text places great emphasis	teks plaas groot klem	3
text places great emphasis on	teks plaas groot klem op	3
distancing	distansierende	3
of play	van spel	3
interpreters	tolke	3
is not just	is nie net	3
a random selection	n ewekansige keuse	3
a random selection of	n ewekansige keuse van	3
of random	van ewekansige	3
random words	ewekansige woorde	3
noted that the	opgemerk dat die	3
striking	opvallende	3
a postmodern text	n postmoderne teks	3
new approach to	nuwe benadering tot	3
to learning	tot leer	3
examines the meaning	ondersoek die betekenis	3
text combines two	teks kombineer twee	3
from one section to	van een afdeling na	3
one section to	een afdeling na	3
section to	afdeling na	3
text emphasizes visual	teks beklemtoon visuele	3
emphasizes visual	beklemtoon visuele	3
visual aspects	visuele aspekte	3
visual aspects of	visuele aspekte van	3
relationships between two	verhoudings tussen twee	3
through the context	deur die konteks	3
through the context of	deur die konteks van	3
language in the text is	taal in die teks word	3
reproduces	weergee	3
text is a form	teks is n vorm	3
text is a product	teks is n produk	3
a product of the	n produk van die	3
a grand	n grootse	3
grand	grootse	3
are part of the	is deel van die	3
are political	is politieke	3
storytelling is	storievertelling is	3
is read by	word gelees deur	3
read by	gelees deur	3
into text	in teks	3
affects the structure	beïnvloed die struktuur	3
affects the structure of	beïnvloed die struktuur van	3
affects the structure of	beïnvloed die struktuur van die	3
text is complex	teks is kompleks	3
text confronts the reader	teks konfronteer die leser	3
confronts the reader	konfronteer die leser	3
text confronts the reader with	teks konfronteer die leser met	3
confronts the reader with	konfronteer die leser met	3
text denies	teks ontken	3
establishes	stel	3
text uses layers	teks gebruik lae	3
uses layers	gebruik lae	3
uses a contrastive	gebruik n kontrastiewe	3
similar ideas	soortgelyke idees	3
physical or	fisiese of	3
an invisible	n onsigbare	3
internet	internet	3
visuals	visuele	3
the lines	die lyne	3
lines between	lyne tussen	3
is done	word gedoen	3
careful	versigtig	3
simplistic and	simplisties en	3
the organized	die georganiseerde	3
organized structure of	georganiseerde struktuur van	3
uses continuous	gebruik deurlopende	3
connections in	verbindings in	3
the heterogeneity	die heterogeniteit	3
the heterogeneity of	die heterogeniteit van	3
the heterogeneity of	die heterogeniteit van die	3
heterogeneity of the	heterogeniteit van die	3
synchronous	sinchrone	3
critical view	kritiese siening	3
of a dominant	van n dominante	3
this sentence to	hierdie sin om	3
uses the passive voice	gebruik die passiewe stem	3
passive voice to	passiewe stem om	3
discusses visual	bespreek visuele	3
and why	en waarom	3
text discusses postmodern	teks bespreek postmoderne	3
discusses postmodern	bespreek postmoderne	3
postmodern theories	postmoderne teorieë	3
text promotes the	teks bevorder die	3
contemporary cultural	kontemporêre kulturele	3
is separated	word geskei	3
main and	hoof en	3
the audience is	die gehoor word	3
is claimed that	word beweer dat	3
and other rhetorical	en ander retoriese	3
differences and similarities	verskille en ooreenkomste	3
to gender	met geslag	3
age and	ouderdom en	3
or sentences	of sinne	3
critics and	kritici en	3
between writers	tussen skrywers	3
between writers and	tussen skrywers en	3
writers and readers	skrywers en lesers	3
build	voortbou	3
dominant narrative	dominante narratief	3
drew	het	3
for contemporary	vir hedendaagse	3
follows its	volg sy	3
leaps	spronge	3
leaps in	spronge in	3
in non	op nie	3
circumstances of	omstandighede van	3
examples of rhetorical	voorbeelde van retoriese	3
use of imagery	gebruik van beelde	3
of imagery	van beelde	3
examples of figurative	voorbeelde van figuurlike	3
on metaphor to	op metafoor om	3
various images	verskeie beelde	3
mythology	mitologie	3
text creates a formal	teks skep n formele	3
creates a formal	skep n formele	3
text creates distance	teks skep afstand	3
creates distance	skep afstand	3
of subject	van onderwerp	3
text uses images that	teks gebruik beelde wat	3
readers of the	lesers van die	3
of how texts	van hoe tekste	3
objects		3
are popular	is gewild	3
assumptions about human	aannames oor menslike	3
to move	toe om	3
very easy	baie maklik	3
overload		3
corpus is	korpus is	3
communication between people	kommunikasie tussen mense	3
is passive	is passief	3
passive and	passief en	3
directly to the	direk na die	3
to the spectator's	na die toeskouer	3
language from the	taal uit die	3
with only	met slegs	3
medium	skryfmedium	3
content is presented	inhoud word aangebied	3
is presented as a series	word aangebied as n reeks	3
explain the	verduidelik die	3
meaning of the visual	betekenis van die visuele	3
anxieties	angs	3
secondary sources	sekondêre bronne	3
provides examples of the	verskaf voorbeelde van die	3
limitation of	beperking van	3
their reading	hul leeservaring	3
the similarities of	die ooreenkomste van	3
similarities of	ooreenkomste van	3
does	vereis	3
does not	vereis nie	3
with a complex	met n komplekse	3
deliberately chosen	doelbewus gekies	3
deliberately chosen to	doelbewus gekies om	3
text uses a visual metaphor	teks gebruik n visuele metafoor	3
text uses a visual metaphor to	teks gebruik n visuele metafoor om	3
other media	ander media	3
assesses	beoordeel	3
has an open	het n oop	3
open structure	oop struktuur	3
alone in	alleen in	3
of hypertextuality is	van hipertekstualiteit is	3
due	wyte	3
due to	wyte aan	3
resulted	het	3
democratization of	demokratisering van	3
is an important feature	is n belangrike kenmerk	3
is an important feature of	is n belangrike kenmerk van	3
prevailing social	heersende sosiale	3
is made possible	word moontlik gemaak	3
is made possible by	word moontlik gemaak deur	3
top down	bo na onder	3
down	na onder	3
down	onder	3
differ in their	verskil in hul	3
showing how	wys hoe	3
how characters	hoe karakters	3
traditional story	tradisionele storie	3
involves several	behels verskeie	3
keeps	behou	3
and increases	en verhoog	3
increases its	verhoog die	3
the existence of	die bestaan van die	3
on both	van beide	3
is poetic	is poëties	3
is poetic and	is poëties en	3
uses advanced	gebruik gevorderde	3
narrator presents the	verteller bied die	3
a very detailed	n baie gedetailleerde	3
to fit	om by	3
a predictable	n voorspelbare	3
book contains an	boek bevat n	3
precision	presisie	3
work from	werk van	3
clicking	klik	3
a database	n databasis	3
give readers	gee lesers	3
readers access	lesers toegang	3
readers access to	lesers toegang tot	3
and emphasize	en beklemtoon	3
with the subject	met die onderwerp	3
seeks a	soek n	3
and language to	en taal om	3
the deployment	die ontplooiing	3
the deployment of	die ontplooiing van	3
used metaphors	het metafore	3
text is almost entirely	teks is feitlik geheel	3
text provides	teks gee	3
story as	verhaal as	3
the objectivity of	die objektiwiteit van die	3
objectivity of the	objektiwiteit van die	3
the poor	die armes	3
poor	armes	3
of the theorists	van die teoretici	3
are from	is van	3
that learning	dat leer	3
time		3
existence of an	bestaan van n	3
of an objective	van n objektiewe	3
reductionist	reduksionistiese	3
is a female	is n vroulike	3
between the beginning	tussen die begin	3
the beginning and	die begin en die	3
beginning and the	begin en die	3
the beginning and end	die begin en die einde	3
beginning and the end	begin en die einde	3
and the end	en die einde	3
the beginning and end of	die begin en die einde van	3
beginning and the end of	begin en die einde van	3
and the end of	en die einde van	3
the beginning and end of	die begin en die einde van die	3
beginning and the end of	begin en die einde van die	3
and the end of	en die einde van die	3
color in the	kleur in die	3
color in the text	kleur in die teks	3
nature of narrative	aard van narratiewe	3
of narrative texts	van narratiewe tekste	3
constructed	wat	3
temporal or	tydelike of	3
no clear beginning or	geen duidelike begin of	3
clear beginning or	duidelike begin of	3
is an open	is n oop	3
text uses realistic	teks gebruik realistiese	3
uses realistic	gebruik realistiese	3
words and phrases to	woorde en frases om	3
and phrases to	en frases om	3
use or	gebruik of	3
telling	wat	3
telling the	wat die	3
greatly	grootliks	3
between computers	tussen rekenaars	3
between computers and	tussen rekenaars en	3
and music are	en musiek word	3
music are	musiek word	3
focuses on the way	fokus op die manier	3
is the theory	is die teorie	3
leadership	leierskap	3
by rules	deur reëls	3
difficult concepts	moeilike konsepte	3
the acceptance	die aanvaarding	3
the acceptance of	die aanvaarding van	3
focuses on the cultural	fokus op die kulturele	3
interchangeable	uitruilbaar	3
contributions to	bydraes tot	3
the theorist	die teoretikus	3
certain elements	sekere elemente	3
subject of the sentence is	onderwerp van die sin is	3
sentence takes	sin neem	3
is connected with	is verbind met	3
contains additional	bevat bykomende	3
epigraphs	epigrawe	3
with an introductory	met n inleidende	3
text is informed by the	teks word ingelig deur die	3
is informed by the	word ingelig deur die	3
by the norms	deur die norme	3
theory analyzes	teorie ontleed	3
understandings	verstaan	3
understandings of	verstaan van	3
understandings of the	verstaan van die	3
criticism that	kritiek wat	3
a crisis	n krisis	3
a complex	n ingewikkelde	3
is a prominent	is n prominente	3
is a prominent feature	is n prominente kenmerk	3
a prominent feature of	n prominente kenmerk van	3
prominent feature of	prominente kenmerk van	3
famous	bekendste	3
texts is a	tekste is n	3
epistemology of	epistemologie van	3
is not well	is nie goed	3
hours	ure	3
well as the	sowel as die	3
text uses a logical	teks gebruik n logiese	3
text uses a logical structure	teks gebruik n logiese struktuur	3
uses a logical structure	gebruik n logiese struktuur	3
engages readers	betrek lesers	3
in an extended	in n uitgebreide	3
text offers several perspectives on a	teks bied verskeie perspektiewe op n	3
offers several perspectives on a	bied verskeie perspektiewe op n	3
discusses several	bespreek verskeie	3
variants of	variante van	3
that viewers	dat kykers	3
a limited amount	n beperkte hoeveelheid	3
syntactic and semantic	sintaktiese en semantiese	3
of the discourse is	van die diskoers word	3
the discourse is	die diskoers word	3
text is encoded with	teks is geënkodeer met	3
are formed	word gevorm	3
a finite	n eindige	3
persuading	om	3
anticipate	antisipeer	3
distorts the	verdraai die	3
intent of the	bedoeling van die	3
a cycle	n siklus	3
a cycle of	n siklus van	3
of fame	van roem	3
fame and	roem en	3
uses polysemy	gebruik polisemie	3
a multivalent	n multivalente	3
multivalent	multivalente	3
text uses parallelism	teks gebruik parallellisme	3
uses parallelism to	gebruik parallellisme om	3
parallelism to	parallellisme om	3
structure	hoofstruktuur	3
works because	werk omdat	3
sections of a	gedeeltes van n	3
freer	vryer	3
of relationships between	van verhoudings tussen	3
textbook	teoriehandboek	3
adopts	aanneem	3
uses allegories	gebruik allegorieë	3
actions and	aksies en	3
important ideas	belangrike idees	3
serious and	ernstig en	3
example for	voorbeeld vir	3
intrigue	intrige	3
memory in	geheue in	3
that new	dat nuwe	3
genres	teksgenres	3
capacity for	vermoë tot	3
linear approach	lineêre benadering	3
of dystopian	van distopiese	3
text easy	teks maklik	3
of this paper	van hierdie vraestel	3
this paper is	hierdie vraestel is	3
continuity in	kontinuïteit in	3
useful because	nuttig omdat	3
emotional responses to	emosionele reaksies op	3
about what they	oor wat hulle	3
framing	teksraamwerk	3
identities for	identiteite vir	3
uses graphic elements	gebruik grafiese elemente	3
the site	die terrein	3
evoking	om	3
does	geen	3
the listener to	die luisteraar om	3
changes to the	veranderinge aan die	3
television with	televisie met	3
neutral and	neutrale en	3
the distance	die afstand	3
text is	teks staan	3
but some	maar sommige	3
indicate	aandui	3
a metanarrative	n metanarratiewe	3
the mediated	die bemiddelde	3
paper is a	referaat is n	3
love	liefdesverhaal	3
on how language	op hoe taal	3
surveillance	toesig	3
of the paper	van die referaat	3
paper examines the	vraestel ondersoek die	3
systems and	sisteme en	3
schemata	skemata	3
